iter	Logloss
223	0.02809379978
224	0.02807659329
225	0.02804448101
226	0.02801138975
227	0.02795252745
228	0.02793812673
229	0.02791588842
230	0.02786011983
231	0.0278160251
232	0.02776146763
233	0.02774043673
234	0.02770241339
235	0.02768376772
236	0.02763026273
237	0.02758652389
238	0.02755182273
239	0.02751257268
240	0.02747923174
241	0.02745896787
242	0.02742996435
243	0.02739300502
244	0.02736128283
245	0.02732894573
246	0.02729051841
247	0.02727337025
248	0.02724427779
249	0.02720143092
250	0.02717001989
251	0.02715776908
252	0.02712976757
253	0.02705935361
254	0.02701776799
255	0.02698436879
256	0.02694698156
257	0.02694049851
258	0.02691517533
259	0.02689078451
260	0.0268499655
261	0.02682381158
262	0.02679491729
263	0.02678024793
264	0.02674695702
265	0.02670549312
266	0.02667295725
267	0.02662270575
268	0.02658847001
269	0.02657616142
270	0.0265568812
271	0.0265512008
272	0.02653876873
273	0.02647835275
274	0.02643374982
275	0.02641874364
276	0.02640700953
277	0.0263682833
278	0.02634500457
279	0.02633254461
280	0.02631369211
281	0.02630341531
282	0.0262818594
283	0.02624016807
284	0.02620712098
285	0.02619821832
286	0.02617701948
287	0.02613457503
288	0.02612953546
289	0.02609834134
290	0.0260709861
291	0.02603525949
292	0.02601987787
293	0.02596909457
294	0.02596252245
295	0.02593947424
296	0.02589429074
297	0.02586496452
298	0.02583094947
299	0.02580791794
300	0.02576734442
301	0.02574139641
302	0.02572581137
303	0.02568355638
304	0.02567067178
305	0.02563908025
306	0.02562907117
307	0.02558470281
308	0.02556898248
309	0.02553966534
310	0.02551370336
311	0.0254959497
312	0.02545732257
313	0.02544487393
314	0.02542003536
315	0.02538770193
316	0.02537909704
317	0.02535594863
318	0.02532830398
319	0.02531306378
320	0.02527208137
321	0.02524528213
322	0.02521004409
323	0.02517925194
324	0.02515388893
325	0.02513243674
326	0.02509932663
327	0.02503992048
328	0.02501691596
329	0.02499755956
330	0.02495956389
331	0.02494368437
332	0.02493292847
333	0.02491940819
334	0.02491129307
335	0.02488717353
336	0.02486918756
337	0.02483637358
338	0.02481875031
339	0.0247985103
340	0.02477753782
341	0.02476614813
342	0.02472826909
343	0.02467213332
344	0.02464419083
345	0.02461762694
346	0.02458573608
347	0.024560229
348	0.0245286191
349	0.02451414025
350	0.02450462837
351	0.02447731468
352	0.02446403378
353	0.02444262822
354	0.02442943859
355	0.02442181195
356	0.02440088327
357	0.02438337903
358	0.02437225595
359	0.02436683016
360	0.02433956692
361	0.02429340423
362	0.02427588597
363	0.0242521515
364	0.02422877999
365	0.02419764
366	0.02415899131
367	0.02413323794
368	0.02411527889
369	0.02408863676
370	0.0240713826
371	0.02405019176
372	0.02402074011
373	0.0239850082
374	0.02396880095
375	0.02394116865
376	0.02391922696
377	0.02389167125
378	0.02387774431
379	0.02385886407
380	0.02381832967
381	0.02380449559
382	0.02377598347
383	0.02377239634
384	0.02373463977
385	0.02370559331
386	0.02367436498
387	0.02366354335
388	0.02363875124
389	0.02361154029
390	0.02358545915
391	0.02356744929
